cancer_type,drug_type,phase,enrollment_size,trial_duration_months,sponsor_type,outcome
breast,targeted_therapy,III,760.0,81.0,industry,1
lung,immunotherapy,III,1389.0,30.0,government,1
lung,immunotherapy,I,1409.0,72.0,government,0
bladder,radiation,III,1491.0,95.0,academic,0
lung,targeted_therapy,II,1556.0,9.0,industry,0
prostate,chemotherapy,II,338.0,111.0,industry,1
renal,hormone_therapy,I,236.0,105.0,academic,0
melanoma,targeted_therapy,III,1077.0,84.0,industry,1
pancreatic,targeted_therapy,III,1914.0,101.0,industry,1
breast,combination,III,285.0,98.0,industry,1
melanoma,immunotherapy,II,1683.0,79.0,industry,1
pancreatic,hormone_therapy,I,743.0,90.0,industry,0
renal,radiation,III,794.0,21.0,industry,1
renal,targeted_therapy,II,1867.0,116.0,academic,1
breast,radiation,III,1123.0,24.0,industry,1
breast,targeted_therapy,III,1720.0,34.0,industry,1
renal,radiation,II,432.0,56.0,industry,1
pancreatic,hormone_therapy,IV,1295.0,23.0,academic,0
lung,immunotherapy,III,1055.0,63.0,industry,1
ovarian,hormone_therapy,I,420.0,49.0,academic,0
colorectal,combination,III,1859.0,21.0,government,0
melanoma,chemotherapy,II,743.0,70.0,industry,0
bladder,immunotherapy,III,301.0,117.0,industry,1
melanoma,hormone_therapy,III,1155.0,7.0,industry,1
bladder,combination,IV,742.0,61.0,government,1
pancreatic,chemotherapy,III,1421.0,84.0,academic,0
bladder,combination,II,770.0,108.0,government,0
breast,targeted_therapy,III,287.0,33.0,industry,1
ovarian,targeted_therapy,I,1960.0,70.0,government,0
ovarian,radiation,III,317.0,10.0,industry,0
breast,immunotherapy,III,1360.0,111.0,industry,1
prostate,targeted_therapy,I,589.0,27.0,government,1
pancreatic,combination,II,528.0,105.0,government,0
prostate,immunotherapy,III,1993.0,115.0,industry,1
prostate,targeted_therapy,III,565.0,18.0,industry,1
melanoma,radiation,I,794.0,70.0,industry,0
renal,hormone_therapy,I,384.0,21.0,industry,1
melanoma,radiation,II,566.0,110.0,industry,0
renal,chemotherapy,III,290.0,91.0,government,0
colorectal,targeted_therapy,I,1517.0,69.0,academic,0
bladder,chemotherapy,III,758.0,37.0,academic,1
renal,chemotherapy,I,556.0,85.0,academic,0
breast,combination,III,1277.0,56.0,industry,1
melanoma,immunotherapy,II,78.0,84.0,academic,0
pancreatic,combination,III,1294.0,63.0,academic,1
bladder,targeted_therapy,II,1890.0,51.0,industry,1
colorectal,chemotherapy,III,105.0,57.0,academic,1
renal,hormone_therapy,II,782.0,111.0,industry,1
colorectal,chemotherapy,III,409.0,68.0,academic,0
pancreatic,hormone_therapy,III,1223.0,81.0,government,0
prostate,combination,I,738.0,65.0,industry,1
ovarian,combination,III,875.0,70.0,academic,1
pancreatic,immunotherapy,III,168.0,86.0,industry,1
leukemia,chemotherapy,I,602.0,110.0,academic,0
pancreatic,radiation,II,140.0,60.0,industry,0
colorectal,combination,II,784.0,62.0,industry,1
breast,combination,III,624.0,119.0,industry,1
melanoma,immunotherapy,III,275.0,97.0,academic,1
breast,hormone_therapy,I,785.0,76.0,industry,1
colorectal,immunotherapy,III,883.0,78.0,government,0
melanoma,chemotherapy,III,819.0,91.0,industry,1
leukemia,targeted_therapy,IV,1352.0,31.0,government,1
ovarian,targeted_therapy,III,78.0,17.0,academic,0
bladder,hormone_therapy,IV,1041.0,76.0,industry,1
colorectal,combination,III,1112.0,51.0,industry,1
renal,hormone_therapy,II,1489.0,52.0,academic,1
colorectal,combination,III,407.0,84.0,academic,1
colorectal,combination,II,1129.0,43.0,academic,1
melanoma,targeted_therapy,II,805.0,26.0,industry,1
lung,hormone_therapy,II,1270.0,19.0,industry,1
pancreatic,immunotherapy,III,612.0,7.0,government,0
lung,combination,III,1669.0,77.0,industry,1
leukemia,radiation,II,1227.0,114.0,industry,1
renal,radiation,II,1835.0,75.0,industry,1
ovarian,immunotherapy,II,1365.0,106.0,academic,1
prostate,radiation,III,928.0,106.0,academic,1
leukemia,chemotherapy,II,1361.0,38.0,industry,0
prostate,combination,III,585.0,110.0,industry,1
prostate,immunotherapy,II,418.0,11.0,industry,1
ovarian,hormone_therapy,II,1752.0,95.0,industry,1
breast,combination,I,918.0,108.0,industry,1
lung,immunotherapy,II,1336.0,110.0,government,0
colorectal,targeted_therapy,IV,312.0,42.0,industry,1
bladder,hormone_therapy,II,504.0,19.0,industry,1
prostate,targeted_therapy,II,1942.0,42.0,government,1
renal,combination,II,1490.0,13.0,industry,1
leukemia,hormone_therapy,II,822.0,108.0,academic,1
breast,radiation,I,1735.0,82.0,industry,0
prostate,immunotherapy,II,1935.0,18.0,industry,1
breast,combination,III,1455.0,45.0,government,1
breast,chemotherapy,III,1551.0,112.0,academic,1
prostate,hormone_therapy,II,1777.0,97.0,industry,1
melanoma,hormone_therapy,II,1829.0,63.0,academic,0
pancreatic,combination,IV,909.0,23.0,government,0
renal,combination,II,263.0,62.0,industry,1
colorectal,targeted_therapy,II,1463.0,88.0,industry,1
colorectal,radiation,II,1972.0,43.0,government,0
renal,targeted_therapy,II,979.0,37.0,industry,1
melanoma,targeted_therapy,III,1197.0,91.0,academic,1
colorectal,radiation,II,835.0,71.0,academic,0
breast,chemotherapy,III,1467.0,82.0,academic,1
ovarian,targeted_therapy,I,292.0,92.0,industry,0
leukemia,targeted_therapy,II,1979.0,30.0,industry,1
lung,hormone_therapy,III,1690.0,97.0,academic,1
colorectal,radiation,II,1868.0,63.0,industry,0
renal,immunotherapy,III,539.0,80.0,industry,1
ovarian,chemotherapy,II,1171.0,38.0,industry,1
prostate,chemotherapy,III,1416.0,93.0,industry,1
pancreatic,radiation,I,587.0,71.0,government,0
renal,combination,III,657.0,35.0,industry,1
breast,combination,II,178.0,86.0,government,1
pancreatic,hormone_therapy,III,1614.0,109.0,industry,1
leukemia,hormone_therapy,II,1613.0,39.0,academic,1
leukemia,radiation,III,671.0,107.0,industry,0
melanoma,hormone_therapy,II,195.0,91.0,academic,0
bladder,chemotherapy,IV,1970.0,74.0,academic,0
melanoma,chemotherapy,I,639.0,53.0,industry,1
ovarian,immunotherapy,II,230.0,45.0,government,0
pancreatic,combination,II,466.0,56.0,industry,0
bladder,radiation,I,605.0,85.0,academic,0
prostate,targeted_therapy,II,186.0,18.0,government,1
breast,combination,IV,479.0,95.0,government,1
pancreatic,targeted_therapy,IV,935.0,36.0,government,1
melanoma,immunotherapy,II,1400.0,44.0,industry,1
lung,immunotherapy,IV,1347.0,68.0,industry,1
bladder,hormone_therapy,III,1276.0,53.0,industry,1
bladder,immunotherapy,II,1370.0,92.0,industry,1
breast,immunotherapy,III,1927.0,53.0,academic,1
colorectal,targeted_therapy,III,1225.0,66.0,industry,1
leukemia,hormone_therapy,IV,1677.0,17.0,academic,1
leukemia,immunotherapy,II,1377.0,83.0,industry,1
lung,combination,III,1758.0,61.0,industry,1
ovarian,immunotherapy,I,1072.0,23.0,academic,0
ovarian,hormone_therapy,I,733.0,32.0,industry,1
prostate,radiation,I,1136.0,33.0,academic,0
pancreatic,hormone_therapy,IV,860.0,87.0,industry,0
renal,targeted_therapy,III,887.0,85.0,academic,1
colorectal,radiation,III,707.0,57.0,industry,0
melanoma,combination,III,349.0,21.0,industry,1
renal,chemotherapy,II,1766.0,82.0,academic,0
renal,hormone_therapy,II,1227.0,63.0,government,0
bladder,targeted_therapy,II,114.0,98.0,industry,1
lung,combination,II,804.0,14.0,industry,1
leukemia,radiation,III,668.0,31.0,industry,1
prostate,combination,III,1792.0,33.0,industry,1
ovarian,hormone_therapy,I,372.0,110.0,academic,0
lung,immunotherapy,I,949.0,82.0,academic,0
bladder,hormone_therapy,I,960.0,41.0,industry,0
melanoma,chemotherapy,II,1003.0,14.0,industry,0
prostate,hormone_therapy,IV,1308.0,52.0,academic,1
bladder,radiation,III,1690.0,83.0,industry,1
leukemia,radiation,III,1699.0,56.0,academic,1
leukemia,hormone_therapy,II,1062.0,81.0,industry,1
leukemia,radiation,II,1786.0,62.0,academic,0
lung,immunotherapy,I,665.0,37.0,industry,0
lung,combination,III,645.0,107.0,academic,1
ovarian,hormone_therapy,III,1542.0,72.0,industry,1
ovarian,immunotherapy,II,158.0,62.0,industry,0
melanoma,combination,III,1680.0,59.0,academic,1
prostate,combination,II,735.0,21.0,industry,1
breast,immunotherapy,III,1616.0,67.0,industry,1
breast,targeted_therapy,IV,781.0,89.0,industry,1
bladder,hormone_therapy,III,1853.0,101.0,industry,1
leukemia,combination,III,1568.0,61.0,government,1
prostate,combination,I,1951.0,28.0,academic,1
renal,radiation,I,274.0,22.0,industry,0
lung,combination,II,1128.0,85.0,academic,1
pancreatic,immunotherapy,I,1501.0,43.0,industry,0
colorectal,combination,III,1575.0,77.0,government,1
melanoma,targeted_therapy,III,1605.0,88.0,industry,1
leukemia,hormone_therapy,I,695.0,35.0,academic,0
leukemia,hormone_therapy,III,111.0,63.0,industry,1
leukemia,combination,II,1643.0,103.0,industry,1
lung,chemotherapy,II,1112.0,83.0,industry,1
lung,chemotherapy,II,56.0,27.0,industry,0
colorectal,immunotherapy,II,1808.0,113.0,academic,1
renal,chemotherapy,II,1807.0,22.0,industry,0
prostate,immunotherapy,II,159.0,20.0,government,0
leukemia,radiation,II,886.0,119.0,industry,0
breast,immunotherapy,IV,1936.0,53.0,academic,1
ovarian,chemotherapy,I,699.0,37.0,government,0
breast,combination,I,1609.0,82.0,academic,0
bladder,radiation,I,1941.0,90.0,government,0
breast,chemotherapy,III,1221.0,118.0,academic,1
bladder,immunotherapy,I,1852.0,45.0,industry,1
pancreatic,targeted_therapy,III,1856.0,102.0,academic,1
ovarian,hormone_therapy,III,1914.0,62.0,industry,1
breast,chemotherapy,III,1661.0,63.0,industry,1
pancreatic,immunotherapy,III,156.0,96.0,industry,1
melanoma,radiation,II,209.0,104.0,academic,0
prostate,chemotherapy,II,1683.0,21.0,industry,0
pancreatic,chemotherapy,II,361.0,33.0,industry,0
prostate,hormone_therapy,III,1602.0,103.0,industry,1
breast,immunotherapy,II,1048.0,116.0,government,1
renal,targeted_therapy,I,991.0,6.0,industry,0
pancreatic,radiation,IV,1300.0,46.0,industry,0
ovarian,immunotherapy,I,1855.0,53.0,industry,0
breast,radiation,III,681.0,36.0,government,1
leukemia,chemotherapy,III,1849.0,41.0,government,1
lung,hormone_therapy,II,262.0,113.0,academic,0
pancreatic,hormone_therapy,I,1830.0,38.0,government,0
ovarian,combination,I,1763.0,38.0,industry,0
melanoma,targeted_therapy,III,434.0,108.0,government,1
leukemia,hormone_therapy,III,1670.0,87.0,industry,1
melanoma,chemotherapy,III,726.0,28.0,industry,1
breast,targeted_therapy,IV,362.0,65.0,industry,1
lung,immunotherapy,III,701.0,92.0,academic,0
pancreatic,hormone_therapy,II,1422.0,84.0,academic,0
pancreatic,targeted_therapy,II,1637.0,95.0,industry,1
renal,chemotherapy,III,1709.0,35.0,government,0
renal,combination,II,672.0,94.0,industry,0
breast,radiation,I,1869.0,50.0,industry,0
breast,radiation,III,165.0,85.0,industry,1
lung,chemotherapy,II,342.0,44.0,academic,0
renal,chemotherapy,IV,141.0,117.0,academic,0
ovarian,radiation,III,1295.0,50.0,industry,1
ovarian,combination,I,1898.0,83.0,academic,0
lung,targeted_therapy,IV,1942.0,86.0,industry,1
ovarian,radiation,II,330.0,17.0,academic,0
bladder,chemotherapy,II,620.0,98.0,government,0
prostate,hormone_therapy,II,494.0,37.0,industry,1
lung,immunotherapy,I,589.0,61.0,government,0
lung,combination,II,1535.0,29.0,academic,0
colorectal,combination,I,594.0,18.0,industry,0
leukemia,hormone_therapy,II,366.0,25.0,government,0
leukemia,hormone_therapy,II,839.0,84.0,industry,1
bladder,chemotherapy,III,1530.0,61.0,industry,1
renal,radiation,III,1516.0,58.0,industry,1
breast,targeted_therapy,II,401.0,73.0,industry,1
breast,combination,II,1323.0,59.0,academic,1
melanoma,combination,II,91.0,39.0,academic,0
bladder,hormone_therapy,II,540.0,33.0,government,1
lung,radiation,III,1409.0,55.0,industry,1
bladder,combination,III,952.0,7.0,industry,1
bladder,targeted_therapy,II,1137.0,116.0,industry,1
bladder,hormone_therapy,II,1416.0,99.0,industry,1
leukemia,targeted_therapy,I,358.0,31.0,government,0
bladder,radiation,III,1480.0,56.0,academic,1
prostate,combination,I,1379.0,52.0,industry,1
breast,immunotherapy,IV,683.0,31.0,government,1
melanoma,combination,III,1535.0,89.0,academic,1
prostate,radiation,II,1960.0,111.0,industry,1
melanoma,combination,III,1911.0,97.0,academic,1
colorectal,combination,IV,59.0,89.0,industry,0
melanoma,chemotherapy,III,1402.0,80.0,industry,1
breast,combination,II,593.0,79.0,industry,1
breast,combination,II,1297.0,66.0,industry,1
bladder,targeted_therapy,III,985.0,28.0,industry,1
pancreatic,immunotherapy,III,600.0,42.0,industry,1
colorectal,targeted_therapy,III,1441.0,46.0,industry,1
lung,targeted_therapy,III,1800.0,57.0,academic,1
ovarian,hormone_therapy,III,1920.0,88.0,government,1
melanoma,chemotherapy,IV,189.0,114.0,academic,1
pancreatic,targeted_therapy,I,1733.0,87.0,industry,1
bladder,radiation,III,720.0,54.0,industry,1
leukemia,radiation,III,530.0,32.0,industry,1
lung,combination,III,1303.0,11.0,industry,1
renal,hormone_therapy,III,603.0,79.0,academic,1
pancreatic,chemotherapy,II,1003.0,71.0,academic,0
leukemia,chemotherapy,III,478.0,29.0,academic,1
colorectal,combination,III,548.0,43.0,academic,1
bladder,radiation,I,1925.0,33.0,industry,0
lung,immunotherapy,II,360.0,33.0,industry,1
lung,hormone_therapy,II,76.0,114.0,academic,0
lung,combination,II,237.0,119.0,industry,1
colorectal,hormone_therapy,I,638.0,108.0,industry,0
melanoma,radiation,II,835.0,71.0,industry,1
renal,radiation,III,1983.0,66.0,industry,0
colorectal,immunotherapy,III,1728.0,51.0,industry,1
ovarian,immunotherapy,III,750.0,74.0,academic,1
renal,chemotherapy,III,483.0,119.0,government,1
breast,hormone_therapy,II,266.0,80.0,industry,1
bladder,hormone_therapy,I,749.0,79.0,industry,1
colorectal,radiation,III,392.0,48.0,academic,1
leukemia,chemotherapy,II,436.0,64.0,industry,1
renal,combination,IV,1074.0,7.0,industry,1
ovarian,hormone_therapy,III,387.0,20.0,industry,1
breast,chemotherapy,III,578.0,108.0,industry,1
melanoma,chemotherapy,IV,1689.0,110.0,academic,1
leukemia,radiation,I,127.0,42.0,academic,0
renal,chemotherapy,II,603.0,76.0,industry,1
bladder,immunotherapy,III,858.0,25.0,industry,1
leukemia,immunotherapy,II,437.0,103.0,industry,1
breast,targeted_therapy,IV,1663.0,40.0,industry,1
leukemia,radiation,I,840.0,39.0,government,0
prostate,combination,III,1441.0,91.0,academic,1
pancreatic,targeted_therapy,III,1315.0,36.0,industry,1
melanoma,immunotherapy,III,702.0,92.0,academic,1
breast,targeted_therapy,II,1159.0,24.0,academic,1
leukemia,radiation,II,1884.0,73.0,academic,0
pancreatic,radiation,III,1629.0,29.0,industry,1
pancreatic,chemotherapy,II,275.0,89.0,industry,0
leukemia,hormone_therapy,III,1124.0,44.0,academic,1
bladder,chemotherapy,III,799.0,97.0,industry,1
prostate,radiation,III,1171.0,59.0,government,1
colorectal,immunotherapy,III,857.0,44.0,academic,1
prostate,combination,II,934.0,22.0,government,1
leukemia,immunotherapy,III,254.0,24.0,industry,1
melanoma,chemotherapy,III,572.0,53.0,government,1
colorectal,combination,II,200.0,40.0,industry,1
breast,radiation,IV,176.0,37.0,government,1
prostate,immunotherapy,II,1497.0,52.0,industry,1
leukemia,radiation,I,590.0,115.0,industry,0
prostate,combination,II,876.0,52.0,academic,0
colorectal,combination,IV,1804.0,69.0,industry,1
ovarian,immunotherapy,II,1747.0,51.0,industry,1
renal,radiation,III,1067.0,108.0,government,0
prostate,targeted_therapy,III,1516.0,40.0,industry,1
breast,radiation,II,1443.0,99.0,academic,1
breast,combination,I,967.0,22.0,industry,1
lung,radiation,III,611.0,47.0,academic,1
prostate,chemotherapy,II,153.0,116.0,academic,1
renal,targeted_therapy,III,440.0,34.0,industry,1
bladder,hormone_therapy,II,232.0,75.0,industry,1
pancreatic,chemotherapy,II,919.0,22.0,academic,0
renal,hormone_therapy,III,501.0,86.0,industry,1
pancreatic,immunotherapy,II,367.0,19.0,industry,0
pancreatic,hormone_therapy,II,185.0,29.0,academic,0
ovarian,radiation,II,956.0,62.0,industry,0
lung,hormone_therapy,II,367.0,55.0,industry,0
renal,combination,III,868.0,62.0,academic,1
renal,chemotherapy,III,417.0,106.0,industry,1
ovarian,chemotherapy,II,602.0,66.0,industry,0
prostate,hormone_therapy,III,745.0,109.0,industry,1
prostate,chemotherapy,III,1478.0,44.0,academic,0
prostate,combination,II,1620.0,60.0,academic,1
melanoma,chemotherapy,II,1264.0,101.0,academic,0
pancreatic,hormone_therapy,IV,327.0,41.0,industry,0
melanoma,targeted_therapy,III,1010.0,119.0,industry,1
lung,targeted_therapy,III,817.0,42.0,industry,1
ovarian,immunotherapy,III,1740.0,117.0,industry,1
renal,chemotherapy,I,738.0,19.0,government,0
pancreatic,hormone_therapy,III,485.0,32.0,industry,1
melanoma,chemotherapy,III,118.0,88.0,industry,1
melanoma,radiation,III,1285.0,36.0,industry,1
leukemia,combination,II,177.0,115.0,academic,1
melanoma,chemotherapy,I,629.0,78.0,academic,0
bladder,chemotherapy,II,573.0,107.0,academic,1
renal,targeted_therapy,IV,670.0,86.0,government,0
bladder,combination,II,1838.0,88.0,industry,1
renal,hormone_therapy,II,939.0,49.0,industry,1
ovarian,chemotherapy,I,246.0,73.0,industry,0
renal,targeted_therapy,I,442.0,53.0,academic,0
bladder,immunotherapy,III,1115.0,62.0,academic,1
renal,combination,III,262.0,80.0,industry,1
ovarian,targeted_therapy,III,549.0,27.0,academic,1
ovarian,targeted_therapy,II,1632.0,9.0,academic,1
lung,targeted_therapy,III,1088.0,86.0,government,1
renal,chemotherapy,II,1515.0,77.0,academic,0
leukemia,chemotherapy,II,390.0,51.0,academic,0
prostate,immunotherapy,II,1898.0,64.0,industry,1
breast,radiation,II,671.0,39.0,academic,1
ovarian,radiation,II,708.0,16.0,government,0
colorectal,radiation,III,753.0,36.0,industry,0
prostate,combination,III,1970.0,16.0,academic,1
pancreatic,combination,III,111.0,61.0,academic,0
renal,immunotherapy,II,1065.0,43.0,industry,1
bladder,combination,I,191.0,26.0,academic,0
breast,radiation,II,1647.0,115.0,industry,1
colorectal,radiation,IV,1235.0,99.0,government,1
prostate,targeted_therapy,III,1120.0,15.0,academic,1
renal,combination,III,1324.0,31.0,industry,1
lung,chemotherapy,I,1407.0,96.0,industry,0
pancreatic,chemotherapy,III,198.0,13.0,academic,1
breast,targeted_therapy,I,257.0,108.0,industry,1
leukemia,targeted_therapy,III,1178.0,13.0,industry,1
lung,targeted_therapy,IV,896.0,65.0,industry,1
colorectal,chemotherapy,IV,921.0,77.0,industry,1
breast,radiation,III,299.0,39.0,industry,1
lung,targeted_therapy,II,1062.0,21.0,academic,1
pancreatic,immunotherapy,IV,1638.0,110.0,government,0
leukemia,targeted_therapy,III,759.0,18.0,academic,1
lung,hormone_therapy,I,390.0,92.0,academic,0
melanoma,targeted_therapy,II,1820.0,81.0,industry,1
leukemia,chemotherapy,II,1155.0,96.0,industry,0
colorectal,combination,II,1806.0,27.0,industry,0
pancreatic,targeted_therapy,II,1719.0,101.0,academic,0
renal,combination,III,889.0,118.0,government,1
bladder,hormone_therapy,II,1723.0,32.0,academic,1
bladder,immunotherapy,II,1038.0,69.0,government,1
bladder,combination,III,240.0,7.0,academic,1
breast,radiation,III,939.0,114.0,industry,1
colorectal,targeted_therapy,III,323.0,102.0,industry,1
pancreatic,hormone_therapy,II,1746.0,31.0,industry,0
leukemia,hormone_therapy,IV,1368.0,97.0,industry,1
breast,combination,IV,1480.0,88.0,academic,1
colorectal,immunotherapy,II,457.0,112.0,industry,1
renal,chemotherapy,I,1213.0,74.0,academic,0
melanoma,targeted_therapy,III,394.0,102.0,academic,1
pancreatic,hormone_therapy,III,1600.0,89.0,industry,1
bladder,immunotherapy,IV,400.0,35.0,industry,1
lung,radiation,III,1005.0,114.0,industry,0
pancreatic,hormone_therapy,III,33.0,13.0,industry,0
ovarian,immunotherapy,III,762.0,43.0,academic,1
colorectal,chemotherapy,I,688.0,66.0,industry,1
prostate,chemotherapy,II,519.0,86.0,academic,0
renal,hormone_therapy,II,1689.0,113.0,government,1
melanoma,hormone_therapy,III,1434.0,70.0,government,1
renal,combination,III,1592.0,72.0,government,1
pancreatic,targeted_therapy,III,584.0,51.0,industry,1
prostate,immunotherapy,II,549.0,95.0,industry,1
ovarian,hormone_therapy,III,511.0,100.0,industry,1
leukemia,targeted_therapy,I,1593.0,77.0,industry,1
lung,combination,II,1742.0,48.0,government,0
prostate,targeted_therapy,III,1428.0,64.0,academic,1
colorectal,hormone_therapy,III,1239.0,51.0,industry,1
bladder,chemotherapy,IV,774.0,77.0,industry,1
ovarian,immunotherapy,II,319.0,40.0,industry,0
lung,immunotherapy,II,834.0,44.0,academic,1
melanoma,chemotherapy,II,566.0,97.0,academic,0
bladder,hormone_therapy,II,746.0,56.0,government,0
pancreatic,immunotherapy,III,750.0,9.0,government,0
prostate,hormone_therapy,III,847.0,85.0,industry,1
lung,combination,III,621.0,82.0,industry,1
breast,hormone_therapy,II,1351.0,89.0,industry,1
leukemia,targeted_therapy,III,1295.0,56.0,industry,1
leukemia,chemotherapy,I,1051.0,10.0,government,0
ovarian,hormone_therapy,III,787.0,60.0,academic,1
melanoma,combination,II,894.0,106.0,academic,1
ovarian,radiation,II,1251.0,25.0,industry,0
breast,chemotherapy,III,956.0,29.0,industry,1
colorectal,immunotherapy,IV,150.0,41.0,industry,1
melanoma,targeted_therapy,I,1779.0,39.0,industry,1
renal,immunotherapy,II,1752.0,114.0,academic,1
colorectal,combination,III,1697.0,117.0,industry,1
melanoma,combination,II,1807.0,59.0,academic,1
melanoma,immunotherapy,II,627.0,39.0,academic,1
breast,chemotherapy,II,45.0,88.0,industry,1
pancreatic,immunotherapy,II,1666.0,22.0,academic,0
breast,hormone_therapy,IV,1497.0,10.0,industry,1
melanoma,immunotherapy,III,654.0,94.0,academic,1
lung,targeted_therapy,III,1229.0,23.0,academic,1
colorectal,targeted_therapy,IV,503.0,60.0,government,1
breast,radiation,II,699.0,58.0,industry,0
pancreatic,targeted_therapy,I,1094.0,55.0,industry,0
prostate,immunotherapy,II,1934.0,77.0,industry,1
ovarian,targeted_therapy,II,24.0,96.0,industry,0
melanoma,chemotherapy,II,608.0,84.0,academic,0
renal,targeted_therapy,IV,1203.0,50.0,government,1
prostate,hormone_therapy,III,227.0,18.0,industry,1
leukemia,chemotherapy,II,276.0,21.0,industry,1
bladder,radiation,III,1248.0,91.0,industry,1
pancreatic,hormone_therapy,III,1810.0,89.0,industry,0
renal,immunotherapy,IV,1993.0,18.0,industry,1
bladder,immunotherapy,III,30.0,25.0,industry,1
pancreatic,immunotherapy,III,968.0,71.0,academic,1
lung,hormone_therapy,III,27.0,104.0,industry,1
ovarian,hormone_therapy,III,1452.0,52.0,industry,1
prostate,hormone_therapy,III,955.0,24.0,academic,1
colorectal,chemotherapy,I,51.0,50.0,industry,1
pancreatic,combination,I,559.0,42.0,academic,0
colorectal,chemotherapy,III,1761.0,59.0,academic,0
ovarian,immunotherapy,II,1024.0,11.0,academic,0
melanoma,combination,I,406.0,19.0,industry,0
leukemia,targeted_therapy,III,1271.0,9.0,industry,1
prostate,immunotherapy,I,659.0,91.0,academic,1
ovarian,radiation,III,1810.0,60.0,academic,0
ovarian,chemotherapy,III,1518.0,108.0,industry,1
lung,hormone_therapy,IV,1767.0,105.0,industry,1
bladder,chemotherapy,II,1794.0,39.0,industry,0
leukemia,hormone_therapy,I,226.0,32.0,industry,0
prostate,combination,III,1361.0,12.0,academic,1
melanoma,radiation,III,1838.0,8.0,industry,0
melanoma,combination,IV,1800.0,52.0,industry,1
breast,radiation,II,576.0,102.0,academic,1
ovarian,chemotherapy,II,1660.0,7.0,industry,1
pancreatic,hormone_therapy,IV,367.0,111.0,academic,0
lung,combination,II,812.0,85.0,academic,1
leukemia,radiation,III,253.0,30.0,industry,1
melanoma,immunotherapy,II,1744.0,65.0,academic,1
prostate,immunotherapy,I,1087.0,84.0,academic,0
breast,combination,II,1025.0,29.0,industry,1
prostate,hormone_therapy,II,756.0,20.0,industry,1
lung,combination,III,961.0,100.0,industry,1
pancreatic,chemotherapy,IV,1185.0,19.0,government,0
breast,radiation,II,1691.0,59.0,academic,1
breast,chemotherapy,III,195.0,83.0,industry,1
bladder,immunotherapy,I,1697.0,11.0,academic,0
leukemia,radiation,III,468.0,83.0,industry,1
breast,combination,I,611.0,86.0,academic,0
bladder,chemotherapy,IV,101.0,23.0,academic,0
bladder,targeted_therapy,III,154.0,25.0,industry,1
lung,hormone_therapy,III,1762.0,67.0,academic,0
colorectal,hormone_therapy,III,875.0,86.0,academic,1
prostate,targeted_therapy,III,1220.0,85.0,academic,1
pancreatic,immunotherapy,IV,1426.0,45.0,industry,1
renal,radiation,III,1286.0,44.0,academic,0
prostate,hormone_therapy,IV,1610.0,57.0,government,1
breast,targeted_therapy,III,1184.0,37.0,industry,1
pancreatic,combination,I,1500.0,113.0,industry,0
melanoma,targeted_therapy,III,459.0,78.0,industry,1
colorectal,immunotherapy,I,1099.0,32.0,academic,0
melanoma,immunotherapy,III,1570.0,115.0,academic,1
melanoma,chemotherapy,II,716.0,57.0,industry,1
leukemia,hormone_therapy,III,1869.0,102.0,government,1
prostate,chemotherapy,I,438.0,68.0,industry,0
renal,targeted_therapy,II,107.0,79.0,academic,0
lung,radiation,II,1652.0,68.0,industry,0
renal,radiation,IV,675.0,22.0,industry,0
melanoma,immunotherapy,II,1051.0,118.0,industry,1
breast,radiation,II,1520.0,54.0,industry,1
colorectal,radiation,III,234.0,105.0,academic,1
ovarian,radiation,III,1728.0,86.0,academic,0
renal,targeted_therapy,II,1778.0,87.0,industry,0
melanoma,radiation,II,571.0,28.0,industry,0
colorectal,combination,II,1540.0,103.0,industry,1
pancreatic,radiation,IV,1737.0,77.0,academic,1
prostate,radiation,I,522.0,18.0,academic,0
bladder,chemotherapy,II,1825.0,28.0,industry,0
leukemia,targeted_therapy,I,718.0,62.0,academic,0
colorectal,immunotherapy,II,264.0,67.0,industry,0
breast,chemotherapy,III,1521.0,59.0,government,1
breast,hormone_therapy,II,328.0,25.0,government,1
colorectal,targeted_therapy,I,250.0,91.0,academic,0
breast,combination,II,1426.0,116.0,government,0
prostate,targeted_therapy,I,174.0,57.0,academic,1
breast,hormone_therapy,I,1218.0,28.0,academic,0
renal,hormone_therapy,III,867.0,110.0,academic,1
bladder,hormone_therapy,III,134.0,40.0,industry,0
breast,immunotherapy,IV,1433.0,72.0,industry,1
bladder,radiation,III,330.0,39.0,industry,1
melanoma,targeted_therapy,III,1012.0,38.0,academic,1
lung,radiation,I,319.0,51.0,industry,0
prostate,radiation,III,1061.0,86.0,industry,1
lung,combination,III,803.0,50.0,industry,1
melanoma,hormone_therapy,III,31.0,24.0,industry,1
prostate,immunotherapy,III,1447.0,99.0,academic,1
colorectal,combination,II,1856.0,92.0,government,1
colorectal,chemotherapy,III,1747.0,20.0,academic,1
bladder,immunotherapy,III,251.0,83.0,academic,0
melanoma,radiation,IV,974.0,71.0,academic,0
bladder,immunotherapy,II,1648.0,44.0,industry,0
leukemia,hormone_therapy,II,749.0,118.0,industry,1
breast,chemotherapy,II,1321.0,23.0,government,1
ovarian,hormone_therapy,III,1396.0,75.0,industry,1
leukemia,chemotherapy,II,1037.0,64.0,industry,1
breast,combination,I,1018.0,37.0,academic,0
prostate,radiation,IV,322.0,26.0,industry,0
bladder,chemotherapy,I,560.0,45.0,industry,0
